Original: whale | Swapped: al->in | Result: whine
Original: elating | Swapped: la->mo | Result: emoting
Original: flanged | Swapped: la->ri | Result: fringed
Original: hardcore | Swapped: co->wa | Result: hardware
Original: hardcore | Swapped: co->wi | Result: hardwire
Original: malting | Swapped: al->in | Result: minting
Original: learnt | Swapped: ar->va | Result: levant
Original: dumas | Swapped: ma->ne | Result: dunes
Original: legal | Swapped: ga->nd | Result: lendl
Original: speedily | Swapped: il->wa | Result: speedway
Original: realale | Swapped: al->sc | Result: rescale
Original: worst | Swapped: or->ri | Result: wrist
Original: hazings | Swapped: az->id | Result: hidings
Original: chips | Swapped: hi->la | Result: claps
Original: chips | Swapped: hi->or | Result: corps
Original: scans | Swapped: ca->hi | Result: shins
Original: appearto | Swapped: ar->nd | Result: appendto
Original: tablas | Swapped: la->or | Result: tabors
Original: twopints | Swapped: in->ut | Result: twoputts
Original: onehits | Swapped: ne->ut | Result: outhits
Original: slashes | Swapped: la->wi | Result: swishes
Original: outmode | Swapped: mo->ri | Result: outride
Original: schiff | Swapped: hi->la | Result: sclaff
Original: pearled | Swapped: ar->ri | Result: periled
Original: refracting | Swapped: ct->in | Result: refraining
Original: slammer | Swapped: la->wi | Result: swimmer
Original: confined | Swapped: in->ut | Result: confuted
Original: smilers | Swapped: il->ok | Result: smokers
Original: smilers | Swapped: mi->ut | Result: sutlers
Original: slideway | Swapped: de->pa | Result: slipaway
Original: finalout | Swapped: al->ks | Result: finksout
Original: brazenly | Swapped: az->ok | Result: brokenly
Original: slagged | Swapped: la->wi | Result: swigged
Original: shaking | Swapped: ak->in | Result: shining
Original: shaking | Swapped: ak->or | Result: shoring
Original: score | Swapped: co->hi | Result: shire
Original: score | Swapped: co->pa | Result: spare
Original: calders | Swapped: al->hi | Result: chiders
Original: calders | Swapped: al->in | Result: cinders
Original: barnacle | Swapped: ar->in | Result: binnacle
Original: shmoes | Swapped: mo->or | Result: shores
Original: scalps | Swapped: al->or | Result: scorps
Original: scalps | Swapped: al->ri | Result: scrips
Original: takeup | Swapped: ak->or | Result: toreup
Original: grainer | Swapped: in->nd | Result: grander
Original: hamas | Swapped: ma->ne | Result: hanes
Original: hamas | Swapped: ma->nd | Result: hands
Original: tardes | Swapped: ar->il | Result: tildes
Original: tilting | Swapped: il->ut | Result: tutting
Original: losaltos | Swapped: al->ga | Result: losgatos
Original: garbagecan | Swapped: ca->me | Result: garbagemen
Original: coconut | Swapped: co->la | Result: colanut
Original: thearea | Swapped: ar->fl | Result: theflea
Original: thearea | Swapped: ar->id | Result: theidea
Original: farmclubs | Swapped: ar->il | Result: filmclubs
Original: walkingoff | Swapped: al->or | Result: workingoff
Original: ablated | Swapped: la->or | Result: aborted
Original: ablated | Swapped: la->ut | Result: abutted
Original: trailed | Swapped: il->nc | Result: tranced
Original: takings | Swapped: ak->id | Result: tidings
Original: takings | Swapped: ak->il | Result: tilings
Original: oohing | Swapped: oh->ut | Result: outing
Original: blanks | Swapped: la->ri | Result: brinks
Original: fakeout | Swapped: ak->il | Result: fileout
Original: recorder | Swapped: co->wa | Result: rewarder
Original: amaze | Swapped: az->or | Result: amore
Original: finking | Swapped: in->la | Result: flaking
Original: finking | Swapped: in->or | Result: forking
Original: wearing | Swapped: ar->nd | Result: wending
Original: dalton | Swapped: al->ut | Result: dutton
Original: daring | Swapped: ar->in | Result: dining
Original: earns | Swapped: ar->de | Result: edens
Original: earns | Swapped: ar->va | Result: evans
Original: actin | Swapped: ct->ga | Result: again
Original: actin | Swapped: ct->la | Result: alain
Original: pales | Swapped: al->in | Result: pines
Original: pales | Swapped: al->ok | Result: pokes
Original: pales | Swapped: al->or | Result: pores
Original: pales | Swapped: al->ri | Result: pries
Original: walksaround | Swapped: al->or | Result: worksaround
Original: pricedecreases | Swapped: de->in | Result: priceincreases
Original: shilled | Swapped: hi->me | Result: smelled
Original: invigilation | Swapped: il->or | Result: invigoration
Original: garden | Swapped: de->mi | Result: garmin
Original: railties | Swapped: il->ri | Result: rarities
Original: declaration | Swapped: ar->in | Result: declination
Original: blaster | Swapped: la->ri | Result: brister
Original: cycloids | Swapped: id->ne | Result: cyclones
Original: plain | Swapped: la->ut | Result: putin
Original: manias | Swapped: ia->or | Result: manors
Original: lilies | Swapped: il->or | Result: lories
Original: emdash | Swapped: md->nc | Result: encash
Original: poorer | Swapped: or->ut | Result: pouter
Original: retracts | Swapped: ct->de | Result: retrades
Original: retracts | Swapped: ct->in | Result: retrains
Original: sealsoff | Swapped: al->nd | Result: sendsoff
Original: coaled | Swapped: al->in | Result: coined
Original: coaled | Swapped: al->ok | Result: cooked
Original: hayrakes | Swapped: ak->id | Result: hayrides
Original: tarps | Swapped: ar->ri | Result: trips
Original: pones | Swapped: ne->or | Result: poors
Original: pones | Swapped: ne->ut | Result: pouts
Original: glide | Swapped: id->ut | Result: glute
Original: spinets | Swapped: ne->ri | Result: spirits
Original: roarers | Swapped: ar->ut | Result: routers
Original: carter | Swapped: ar->ut | Result: cutter
Original: toiler | Swapped: il->ut | Result: touter
Original: inflamed | Swapped: la->or | Result: informed
Original: remold | Swapped: mo->wi | Result: rewild
Original: redware | Swapped: ar->in | Result: redwine
Original: strides | Swapped: id->ok | Result: strokes
Original: warding | Swapped: ar->il | Result: wilding
Original: warding | Swapped: ar->in | Result: winding
Original: hotcoals | Swapped: co->me | Result: hotmeals
Original: carrion | Swapped: ar->la | Result: clarion
Original: cabals | Swapped: al->in | Result: cabins
Original: oohed | Swapped: oh->ut | Result: outed
Original: ectomorphic | Swapped: ct->nd | Result: endomorphic
Original: flare | Swapped: ar->ut | Result: flute
Original: farmland | Swapped: ar->il | Result: filmland
Original: roils | Swapped: il->ok | Result: rooks
Original: roils | Swapped: il->ut | Result: routs
Original: bigcat | Swapped: ca->hi | Result: bighit
Original: flanges | Swapped: la->ri | Result: fringes
Original: midair | Swapped: id->oh | Result: mohair
Original: sightgag | Swapped: ga->in | Result: sighting
Original: despoils | Swapped: il->nd | Result: desponds
Original: safemode | Swapped: mo->ri | Result: saferide
Original: elation | Swapped: la->mo | Result: emotion
Original: walksoff | Swapped: al->or | Result: worksoff
Original: plated | Swapped: la->or | Result: ported
Original: plated | Swapped: la->ut | Result: putted
Original: remast | Swapped: ma->ne | Result: renest
Original: lehman | Swapped: ma->ne | Result: lehnen
Original: bluelaws | Swapped: la->me | Result: bluemews
Original: hailing | Swapped: il->nd | Result: handing
Original: durden | Swapped: de->ia | Result: durian
Original: pinches | Swapped: in->or | Result: porches
Original: cocoon | Swapped: co->me | Result: comeon
Original: tonya | Swapped: ny->sc | Result: tosca
Original: marxes | Swapped: ar->in | Result: minxes
Original: carkey | Swapped: ar->ri | Result: crikey
Original: fastness | Swapped: ne->pa | Result: fastpass
Original: barnacles | Swapped: ar->in | Result: binnacles
Original: falcons | Swapped: al->la | Result: flacons
Original: pinners | Swapped: in->la | Result: planers
Original: takeson | Swapped: ak->ri | Result: trieson
Original: stinks | Swapped: in->or | Result: storks
Original: minters | Swapped: in->ut | Result: mutters
Original: roarer | Swapped: ar->ok | Result: rooker
Original: roarer | Swapped: ar->ut | Result: router
Original: rifler | Swapped: fl->mi | Result: rimier
Original: bracted | Swapped: ct->id | Result: braided
Original: bracted | Swapped: ct->il | Result: brailed
Original: bracted | Swapped: ct->in | Result: brained
Original: bracted | Swapped: ct->nd | Result: branded
Original: whiled | Swapped: hi->il | Result: willed
Original: whiled | Swapped: il->or | Result: whored
Original: dailies | Swapped: il->nd | Result: dandies
Original: redmass | Swapped: ma->ne | Result: redness
Original: lomein | Swapped: me->ok | Result: lookin
Original: bactria | Swapped: ct->va | Result: bavaria
Original: offals | Swapped: al->ga | Result: offgas
Original: fastnesses | Swapped: ne->pa | Result: fastpasses
Original: shakily | Swapped: ak->in | Result: shinily
Original: incantations | Swapped: ca->de | Result: indentations
Original: spoils | Swapped: il->ok | Result: spooks
Original: spoils | Swapped: il->or | Result: spoors
Original: spoils | Swapped: il->ut | Result: spouts
Original: florists | Swapped: or->ut | Result: flutists
Original: unmixed | Swapped: mi->wa | Result: unwaxed
Original: decode | Swapped: co->ri | Result: deride
Original: whited | Swapped: hi->il | Result: wilted
Original: compactcars | Swapped: ct->ny | Result: companycars
Original: warnings | Swapped: ar->in | Result: winnings
Original: sparest | Swapped: ar->ri | Result: spriest
Original: winks | Swapped: in->or | Result: works
Original: ectomorph | Swapped: ct->nd | Result: endomorph
Original: barbers | Swapped: ar->ri | Result: bribers
Original: smiler | Swapped: il->ok | Result: smoker
Original: smiler | Swapped: mi->ut | Result: sutler
Original: pored | Swapped: or->ri | Result: pried
Original: snake | Swapped: ak->id | Result: snide
Original: snake | Swapped: ak->or | Result: snore
Original: runneth | Swapped: ne->wi | Result: runwith
Original: nomnom | Swapped: mn->nc | Result: noncom
Original: talos | Swapped: al->or | Result: toros
Original: talos | Swapped: al->ri | Result: trios
Original: plano | Swapped: la->or | Result: porno
Original: widescreen | Swapped: de->nd | Result: windscreen
Original: drilling | Swapped: in->ri | Result: drillrig
Original: thindown | Swapped: hi->or | Result: torndown
Original: fakenails | Swapped: il->me | Result: fakenames
Original: specters | Swapped: ct->nd | Result: spenders
Original: scare | Swapped: ca->hi | Result: shire
Original: scare | Swapped: ca->mo | Result: smore
Original: silvery | Swapped: il->la | Result: slavery
Original: descaled | Swapped: al->ri | Result: descried
Original: petcause | Swapped: ca->mo | Result: petmouse
Original: calves | Swapped: al->hi | Result: chives
Original: calves | Swapped: al->la | Result: claves
Original: bleaker | Swapped: ak->nd | Result: blender
Original: smile | Swapped: il->ok | Result: smoke
Original: smile | Swapped: il->or | Result: smore
Original: starves | Swapped: ar->ri | Result: strives
Original: nonjew | Swapped: nj->tn | Result: notnew
Original: devisals | Swapped: al->or | Result: devisors
Original: upland | Swapped: la->wi | Result: upwind
Original: mailmen | Swapped: me->va | Result: mailvan
Original: retracted | Swapped: ct->in | Result: retrained
Original: aldente | Swapped: de->la | Result: allante
Original: unsalted | Swapped: al->or | Result: unsorted
Original: fakes | Swapped: ak->il | Result: files
Original: fakes | Swapped: ak->in | Result: fines
Original: fakes | Swapped: ak->ri | Result: fries
Original: caraways | Swapped: ar->ut | Result: cutaways
Original: reparations | Swapped: ar->ut | Result: reputations
Original: planters | Swapped: la->ri | Result: printers
Original: skyper | Swapped: ky->wi | Result: swiper
Original: ideates | Swapped: de->nm | Result: inmates
Original: coalers | Swapped: al->in | Result: coiners
Original: coalers | Swapped: al->ny | Result: conyers
Original: coalers | Swapped: al->ok | Result: cookers
Original: sally | Swapped: al->ca | Result: scaly
Original: silkiness | Swapped: il->mo | Result: smokiness
Original: bartered | Swapped: ar->ut | Result: buttered
Original: tided | Swapped: de->mi | Result: timid
Original: tided | Swapped: id->ok | Result: toked
Original: tided | Swapped: id->ri | Result: tried
Original: tomes | Swapped: me->ny | Result: tonys
Original: tomes | Swapped: me->ut | Result: touts
Original: whists | Swapped: hi->or | Result: worsts
Original: warts | Swapped: ar->hi | Result: whits
Original: warts | Swapped: ar->il | Result: wilts
Original: warts | Swapped: ar->ri | Result: writs
Original: atlast | Swapped: la->mo | Result: atmost
Original: bindle | Swapped: in->ri | Result: bridle
Original: scones | Swapped: co->hi | Result: shines
Original: scones | Swapped: co->wi | Result: swines
Original: scones | Swapped: ne->ut | Result: scouts
Original: whales | Swapped: al->in | Result: whines
Original: kales | Swapped: al->ne | Result: knees
Original: bings | Swapped: in->ri | Result: brigs
Original: tinter | Swapped: in->ri | Result: triter
Original: rains | Swapped: in->mi | Result: ramis
Original: rains | Swapped: in->mo | Result: ramos
Original: clamps | Swapped: la->ri | Result: crimps
Original: rakein | Swapped: ak->id | Result: ridein
Original: coils | Swapped: il->la | Result: colas
Original: coils | Swapped: il->me | Result: comes
Original: coils | Swapped: il->ma | Result: comas
Original: coils | Swapped: il->ne | Result: cones
Original: coils | Swapped: il->ok | Result: cooks
Original: coils | Swapped: il->or | Result: coors
Original: walksout | Swapped: al->or | Result: worksout
Original: overcomes | Swapped: me->ok | Result: overcooks
Original: built | Swapped: il->nd | Result: bundt
